player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
264968,/player/264968/mathilde-bourdieu/230009,23,9,2023-01-13,M. Bourdieu,Mathilde Bourdieu,ST,83,88,55500000.0,1000.0,23,1999-04-15,165,67,2218.0,Feminine Division 1,1.0,116035.0,Paris W,ST,9.0,,2017-07-01,2023.0,18,France,,,,Right,4,3,1,High/Medium,Normal (170-),Yes,120700000.0,#Clinical Finisher,Outside Foot Shot,82.0,85.0,71.0,82.0,36.0,73.0,64,88,70,80,75,80,71,69,59,87,86,79,73,79,85,84,63,72,82,85,53,26,86,71,71,80.0,34,34,30,7,12,8,9,11,,83+2,83+2,83+2,81,82,82,82,81,80+2,80+2,80+2,78+2,72+2,72+2,72+2,78+2,59+2,57+2,57+2,57+2,59+2,56+2,51+2,51+2,51+2,56+2,17+2,https://cdn.sofifa.net/players/264/968/23_120.png
264981,/player/264981/sophie-vaysse/230009,23,9,2023-01-13,S. Vaysse,Sophie Vaysse,"CDM, CM",83,84,35000000.0,1000.0,28,1994-01-22,163,56,2218.0,Feminine Division 1,1.0,116035.0,Paris W,RDM,22.0,,2017-07-01,2023.0,18,France,,,,Right,3,2,1,Medium/Medium,Lean (170-),Yes,76100000.0,,,61.0,61.0,74.0,69.0,81.0,77.0,59,61,50,86,56,63,67,48,77,78,59,63,61,81,68,63,59,87,69,63,90,85,61,76,52,75.0,81,87,82,7,5,13,7,13,,65+2,65+2,65+2,68,69,69,69,68,72+2,72+2,72+2,71+2,78+2,78+2,78+2,71+2,78+2,82+2,82+2,82+2,78+2,77+2,78+2,78+2,78+2,77+2,16+2,https://cdn.sofifa.net/players/264/981/23_120.png
265240,/player/265240/lia-walti/230009,23,9,2023-01-13,L. Wälti,Lia Wälti,"CDM, CM",83,83,31000000.0,1000.0,29,1993-04-19,167,56,2216.0,Women's Super League,1.0,116009.0,Arsenal W,LCM,13.0,,2018-07-01,2023.0,47,Switzerland,,,,Right,5,4,3,High/High,Lean (170-),Yes,65100000.0,,"Leadership, Flair, Technical Dribbler (AI)",85.0,62.0,77.0,83.0,81.0,74.0,65,56,69,86,68,85,73,45,80,84,87,84,81,77,73,69,72,85,70,66,72,82,68,79,63,74.0,81,85,82,7,11,10,6,14,,72+3,72+3,72+3,77,77,77,77,77,79+3,79+3,79+3,79+3,80+3,80+3,80+3,79+3,81+2,82+1,82+1,82+1,81+2,81+2,79+3,79+3,79+3,81+2,17+3,https://cdn.sofifa.net/players/265/240/23_120.png
266928,/player/266928/trinity-rodman/230009,23,9,2023-01-13,T. Rodman,Trinity Rodman,"RW, LM",83,93,,,20,2002-05-20,168,66,,,,,,,,,,,95,United States,113009.0,SUB,19.0,Right,3,4,1,High/Low,Normal (170-),No,,"#Speedster, #Acrobat",Speed Dribbler (AI),94.0,81.0,76.0,83.0,43.0,82.0,78,83,69,79,78,82,71,55,70,84,93,94,88,83,79,82,83,87,81,79,80,41,82,78,65,80.0,38,42,38,9,9,12,7,14,,82+2,82+2,82+2,83,83,83,83,83,82+2,82+2,82+2,83+2,76+2,76+2,76+2,83+2,67+2,64+2,64+2,64+2,67+2,64+2,58+2,58+2,58+2,64+2,18+2,https://cdn.sofifa.net/players/266/928/23_120.png
227101,/player/227101/emilie-haavi/230009,23,9,2023-01-13,E. Haavi,Emilie Bosshard Haavi,"LM, RM",82,82,,,30,1992-06-16,164,59,,,,,,,,,,,36,Norway,113007.0,SUB,24.0,Right,4,3,2,High/High,Normal (170-),Yes,,"#Engine, #Crosser, #Acrobat",Speed Dribbler (AI),88.0,76.0,79.0,82.0,64.0,70.0,86,77,71,79,72,81,82,71,76,80,88,88,92,78,92,76,85,86,62,76,64,65,78,75,71,84.0,58,66,63,11,15,14,8,8,,77+2,77+2,77+2,81,79,79,79,81,79+2,79+2,79+2,81+1,77+2,77+2,77+2,81+1,76+2,71+2,71+2,71+2,76+2,74+2,67+2,67+2,67+2,74+2,18+2,https://cdn.sofifa.net/players/227/101/23_120.png
227326,/player/227326/gaetane-thiney/230009,23,9,2023-01-13,G. Thiney,Gaëtane Thiney,"CAM, ST, CM",82,82,10000000.0,1000.0,36,1985-10-28,170,62,2218.0,Feminine Division 1,1.0,116035.0,Paris W,CAM,17.0,,2008-07-01,2027.0,18,France,,,,Right,3,4,4,High/Medium,Normal (170-),Yes,21000000.0,,"Leadership, Finesse Shot, Team Player",66.0,79.0,82.0,81.0,47.0,68.0,79,80,75,83,79,83,84,79,76,84,63,68,68,87,66,74,79,65,75,79,51,36,86,86,80,80.0,48,47,39,14,14,14,7,10,,79+3,79+3,79+3,80,81,81,81,80,82,82,82,80+2,78+3,78+3,78+3,80+2,64+3,64+3,64+3,64+3,64+3,61+3,57+3,57+3,57+3,61+3,20+3,https://cdn.sofifa.net/players/227/326/23_120.png
227344,/player/227344/sandie-toletti/230009,23,9,2023-01-13,S. Toletti,Sandie Rose Toletti,"CM, CDM",82,83,,,26,1995-07-13,169,59,,,,,,,,,,,18,France,113003.0,RCM,6.0,Right,3,4,1,High/Medium,Normal (170-),No,,,,80.0,77.0,83.0,82.0,72.0,74.0,82,73,57,85,75,84,79,80,83,82,81,79,77,81,78,82,66,78,73,83,74,79,78,82,72,81.0,64,78,74,7,15,13,12,9,,77+2,77+2,77+2,81,80,80,80,81,81+2,81+2,81+2,81+2,82+1,82+1,82+1,81+2,79+2,79+2,79+2,79+2,79+2,77+2,73+2,73+2,73+2,77+2,19+2,https://cdn.sofifa.net/players/227/344/23_120.png
227353,/player/227353/kenza-dali/230009,23,9,2023-01-13,K. Dali,Kenza Dali,"CM, CAM",82,82,29000000.0,1000.0,30,1991-07-31,165,61,2216.0,Women's Super League,1.0,116015.0,Aston Villa W,LCM,10.0,,2022-08-05,2024.0,18,France,113003.0,SUB,15.0,Right,3,4,3,High/Medium,Normal (170-),Yes,60900000.0,#Dribbler,"Early Crosser, Long Shot Taker (AI)",72.0,77.0,81.0,85.0,68.0,68.0,78,79,57,83,68,89,79,83,79,85,77,67,75,81,84,73,74,81,67,81,51,77,83,83,68,77.0,69,72,49,11,8,16,15,11,,77+3,77+3,77+3,82,81,81,81,82,82,82,82,82,82,82,82,82,75+3,75+3,75+3,75+3,75+3,72+3,68+3,68+3,68+3,72+3,19+3,https://cdn.sofifa.net/players/227/353/23_120.png
227734,/player/227734/lena-petermann/230009,23,9,2023-01-13,L. Petermann,Lena Petermann,ST,82,82,31000000.0,2000.0,28,1994-02-05,175,65,2218.0,Feminine Division 1,1.0,116037.0,Montpellier W,SUB,22.0,,2019-07-11,2027.0,21,Germany,,,,Right,3,4,2,Medium/Medium,Lean (170-185),Yes,65100000.0,"#Poacher, #Clinical Finisher",Outside Foot Shot,73.0,84.0,66.0,76.0,43.0,78.0,58,86,89,73,79,75,69,67,58,82,77,69,67,81,55,79,87,82,81,82,63,30,87,68,90,82.0,45,38,33,17,16,9,16,10,,82,82,82,76,79,79,79,76,76+2,76+2,76+2,75+2,71+2,71+2,71+2,75+2,59+2,58+2,58+2,58+2,59+2,57+2,56+2,56+2,56+2,57+2,22+2,https://cdn.sofifa.net/players/227/734/23_120.png
228585,/player/228585/charlotte-bilbault/230009,23,9,2023-01-13,C. Bilbault,Charlotte Bilbault,"CDM, CM",82,82,20500000.0,1000.0,32,1990-06-05,171,65,2218.0,Feminine Division 1,1.0,116037.0,Montpellier W,CDM,6.0,,2022-07-01,2027.0,18,France,113003.0,CDM,14.0,Right,3,2,1,Low/High,Normal (170-185),Yes,43100000.0,,,60.0,55.0,71.0,64.0,81.0,85.0,59,51,68,81,50,60,57,48,76,70,66,55,50,83,63,70,78,89,82,48,90,85,62,69,53,78.0,79,85,83,15,14,11,13,11,,65+2,65+2,65+2,64,66,66,66,64,67+2,67+2,67+2,68+2,74+2,74+2,74+2,68+2,76+2,81+1,81+1,81+1,76+2,77+2,81+1,81+1,81+1,77+2,21+2,https://cdn.sofifa.net/players/228/585/23_120.png
232074,/player/232074/emily-sonnett/230009,23,9,2023-01-13,E. Sonnett,Emily Ann Sonnett,"RB, CB",82,82,,,28,1993-11-25,168,62,,,,,,,,,,,95,United States,113009.0,RB,14.0,Right,3,3,1,High/High,Normal (170-),No,,,"Injury Prone, Leadership",84.0,61.0,73.0,71.0,81.0,83.0,78,53,80,78,59,70,73,65,71,76,82,86,57,74,87,74,81,82,84,67,83,80,64,62,57,64.0,83,80,83,14,8,12,12,10,,71+2,71+2,71+2,71,70,70,70,71,70+2,70+2,70+2,73+2,73+2,73+2,73+2,73+2,80+2,78+2,78+2,78+2,80+2,80+2,81+1,81+1,81+1,80+2,18+2,https://cdn.sofifa.net/players/232/074/23_120.png
235659,/player/235659/nikita-parris/230009,23,9,2023-01-13,N. Parris,Nikita Josephine Parris,"RW, ST",82,82,30500000.0,2000.0,28,1994-03-10,162,54,2216.0,Women's Super League,1.0,116012.0,Manchester United W,RAM,22.0,,2022-08-06,2024.0,14,England,113002.0,SUB,17.0,Right,4,4,3,High/Medium,Normal (170-),Yes,64100000.0,"#Speedster, #Acrobat","Speed Dribbler (AI), Outside Foot Shot",90.0,75.0,77.0,82.0,44.0,65.0,78,73,43,79,63,83,71,68,66,81,91,89,86,83,83,77,68,74,60,77,63,45,81,83,76,70.0,41,49,39,11,12,10,17,7,,75+3,75+3,75+3,82,80,80,80,82,81+1,81+1,81+1,81+1,75+3,75+3,75+3,81+1,67+3,63+3,63+3,63+3,67+3,63+3,54+3,54+3,54+3,63+3,20+3,https://cdn.sofifa.net/players/235/659/23_120.png
236428,/player/236428/eve-perisset/230009,23,9,2023-01-13,È. Périsset,Ève Josette Noelle Périsset,"RB, CB, LB",82,82,29500000.0,1000.0,27,1994-12-24,159,55,2216.0,Women's Super League,1.0,116010.0,Chelsea W,RM,15.0,,2022-07-01,2025.0,18,France,113003.0,RB,22.0,Right,3,3,3,High/Medium,Normal (170-),Yes,60500000.0,,,78.0,49.0,76.0,76.0,79.0,71.0,87,44,55,85,41,73,67,41,78,80,82,75,78,76,85,61,70,75,69,47,72,81,45,61,61,69.0,78,85,81,8,16,15,17,16,,62+3,62+3,62+3,70,66,66,66,70,69+3,69+3,69+3,73+3,73+3,73+3,73+3,73+3,81+1,79+3,79+3,79+3,81+1,80+2,76+3,76+3,76+3,80+2,21+3,https://cdn.sofifa.net/players/236/428/23_120.png
236641,/player/236641/abby-dahlkemper/230009,23,9,2023-01-13,A. Dahlkemper,Abigail Lynn Dahlkemper,CB,82,82,,,29,1993-05-13,168,60,,,,,,,,,,,95,United States,113009.0,SUB,12.0,Right,3,2,3,Medium/High,Normal (170-),No,,,,56.0,53.0,63.0,64.0,85.0,75.0,51,46,83,71,38,61,72,67,63,67,53,59,56,74,78,62,79,55,82,61,83,85,49,56,70,74.0,85,86,84,10,9,14,14,14,,61+3,61+3,61+3,59,60,60,60,59,61+3,61+3,61+3,60+3,65+3,65+3,65+3,60+3,70+3,75+3,75+3,75+3,70+3,73+3,82,82,82,73+3,19+3,https://cdn.sofifa.net/players/236/641/23_120.png
239791,/player/239791/hanna-glas/230009,23,9,2023-01-13,H. Glas,Hanna Erica Maria Glas,"RB, RWB, CB",82,82,,,29,1993-04-16,172,64,,,,,,,,,,,46,Sweden,113008.0,SUB,4.0,Right,3,2,3,Medium/Medium,Normal (170-185),No,,,,83.0,53.0,71.0,71.0,80.0,75.0,71,59,79,79,32,65,55,31,73,76,82,84,75,82,66,62,75,83,72,40,71,81,38,67,44,75.0,80,80,79,10,17,11,16,7,,65+3,65+3,65+3,68,66,66,66,68,68+3,68+3,68+3,71+3,71+3,71+3,71+3,71+3,79+3,78+3,78+3,78+3,79+3,80+2,78+3,78+3,78+3,80+2,20+3,https://cdn.sofifa.net/players/239/791/23_120.png
240717,/player/240717/lineth-beerensteyn/230009,23,9,2023-01-13,L. Beerensteyn,Lineth Enid Fabienne Beerensteyn,"RW, ST, RB",82,83,,,25,1996-10-11,162,60,,,,,,,,,,,34,Netherlands,113011.0,SUB,7.0,Right,2,4,2,High/Low,Normal (170-),No,,#Speedster,Technical Dribbler (AI),90.0,78.0,71.0,84.0,52.0,73.0,67,85,68,79,65,85,72,57,66,85,91,90,82,83,88,71,57,77,77,74,63,48,81,70,64,77.0,52,52,45,14,16,16,13,16,,80+2,80+2,80+2,82,82,82,82,82,80+2,80+2,80+2,80+2,75+2,75+2,75+2,80+2,68+2,66+2,66+2,66+2,68+2,66+2,61+2,61+2,61+2,66+2,22+2,https://cdn.sofifa.net/players/240/717/23_120.png
241545,/player/241545/ouleymata-sarr/230009,23,9,2023-01-13,O. Sarr,Ouleymata Sarr,"LM, ST",82,82,33500000.0,1000.0,26,1995-10-08,175,61,2218.0,Feminine Division 1,1.0,116035.0,Paris W,LM,21.0,,2021-07-01,2025.0,18,France,113003.0,SUB,18.0,Right,4,4,1,High/Medium,Lean (170-185),Yes,70400000.0,#Speedster,"Speed Dribbler (AI), Outside Foot Shot",91.0,77.0,77.0,82.0,44.0,75.0,72,80,79,84,69,83,72,66,74,86,89,92,79,78,67,77,72,78,80,73,58,36,81,76,69,80.0,45,41,34,15,8,16,16,8,,81+1,81+1,81+1,82,82,82,82,82,81+1,81+1,81+1,81+1,76+2,76+2,76+2,81+1,65+2,63+2,63+2,63+2,65+2,62+2,57+2,57+2,57+2,62+2,19+2,https://cdn.sofifa.net/players/241/545/23_120.png
245188,/player/245188/julia-maria-mutto-sampaio/230009,23,9,2023-01-13,Jully Mutto,Júlia Maria Mutto Sampaio,CB,82,82,,,34,1988-02-29,170,68,,,,,,,,,,,54,Brazil,112999.0,LCB,4.0,Right,3,2,1,Medium/Medium,Normal (170-),No,,,"Dives Into Tackles (AI), Power Header",72.0,39.0,58.0,64.0,84.0,80.0,38,20,84,71,30,61,68,33,70,64,71,72,64,81,63,58,84,78,79,67,82,85,22,50,45,83.0,84,85,83,6,9,6,9,7,,54+2,54+2,54+2,55,55,55,55,55,58+2,58+2,58+2,58+2,65+2,65+2,65+2,58+2,73+2,77+2,77+2,77+2,73+2,75+2,82,82,82,75+2,16+2,https://cdn.sofifa.net/players/245/188/23_120.png
245193,/player/245193/paloma-isa-sa-bastos/230009,23,9,2023-01-13,Palomy Bastos,Paloma Isa Sá Bastos,ST,82,82,,,34,1988-02-29,172,67,,,,,,,,,,,54,Brazil,112999.0,RS,11.0,Left,3,4,1,Medium/Medium,Normal (170-185),No,,#Poacher,"Power Free-Kick, Long Shot Taker (AI), Outside Foot Shot",77.0,83.0,67.0,82.0,23.0,73.0,61,85,84,77,81,81,78,73,46,86,79,76,78,78,80,86,69,83,74,78,59,26,81,67,83,75.0,16,11,14,11,7,9,5,8,,82,82,82,78,80,80,80,78,77+2,77+2,77+2,76+2,68+2,68+2,68+2,76+2,54+2,50+2,50+2,50+2,54+2,50+2,44+2,44+2,44+2,50+2,16+2,https://cdn.sofifa.net/players/245/193/23_120.png
247791,/player/247791/sydney-lohmann/230009,23,9,2023-01-13,S. Lohmann,Sydney Lohmann,"CAM, CM",82,89,,,22,2000-06-19,174,64,,,,,,,,,,,21,Germany,113004.0,SUB,8.0,Right,3,3,2,Medium/High,Normal (170-185),No,,,Speed Dribbler (AI),73.0,77.0,76.0,81.0,75.0,75.0,58,79,60,85,58,81,60,58,79,84,74,73,75,84,68,81,41,76,80,78,68,78,83,82,61,76.0,78,74,73,13,9,13,13,11,,78+2,78+2,78+2,79,81,81,81,79,82+2,82+2,82+2,79+2,81+2,81+2,81+2,79+2,76+2,79+2,79+2,79+2,76+2,75+2,74+2,74+2,74+2,75+2,20+2,https://cdn.sofifa.net/players/247/791/23_120.png
247797,/player/247797/hannah-blundell/230009,23,9,2023-01-13,H. Blundell,Hannah Blundell,"LB, RB",82,82,27500000.0,1000.0,28,1994-05-25,163,54,2216.0,Women's Super League,1.0,116012.0,Manchester United W,LB,6.0,,2021-07-23,2023.0,14,England,,,,Right,4,2,2,High/Medium,Lean (170-),Yes,57800000.0,,,74.0,54.0,72.0,71.0,82.0,68.0,79,56,75,84,43,67,63,56,76,78,73,74,64,78,75,61,73,79,62,43,69,81,65,48,52,76.0,84,82,80,13,14,5,11,12,,67+2,67+2,67+2,69,68,68,68,69,68+2,68+2,68+2,72+2,72+2,72+2,72+2,72+2,79+2,78+2,78+2,78+2,79+2,80+2,78+2,78+2,78+2,80+2,19+2,https://cdn.sofifa.net/players/247/797/23_120.png
253469,/player/253469/elisa-de-almeida/230009,23,9,2023-01-13,E. De Almeida,Élisa De Almeida,"CB, RB",82,86,39500000.0,1000.0,24,1998-01-11,173,61,2218.0,Feminine Division 1,1.0,116034.0,Paris SG W,LCB,5.0,,2021-07-09,2024.0,18,France,,,,Right,2,2,1,Medium/High,Lean (170-185),Yes,83900000.0,#Tackling ,,64.0,34.0,66.0,62.0,86.0,73.0,64,30,82,83,34,54,45,30,70,75,61,66,45,81,66,45,85,68,70,30,82,84,41,47,34,67.0,86,88,85,13,9,11,9,9,,56+2,56+2,56+2,58,57,57,57,58,60+2,60+2,60+2,63+2,67+2,67+2,67+2,63+2,76+2,79+2,79+2,79+2,76+2,78+2,82+2,82+2,82+2,78+2,18+2,https://cdn.sofifa.net/players/253/469/23_120.png
258706,/player/258706/melvine-malard/230009,23,9,2023-01-13,M. Malard,Melvine Malard,"LW, ST",82,89,62000000.0,1000.0,22,2000-06-28,171,62,2218.0,Feminine Division 1,1.0,116033.0,Lyon W,LW,28.0,,2018-07-01,2026.0,18,France,113003.0,ST,12.0,Right,4,4,1,High/Medium,Lean (170-185),Yes,139500000.0,,Outside Foot Shot,80.0,79.0,77.0,83.0,38.0,67.0,78,82,68,81,71,85,73,64,71,85,83,78,82,78,67,75,74,67,72,78,52,29,82,79,68,77.0,34,40,34,15,14,9,15,7,,79+2,79+2,79+2,82,81,81,81,82,81+2,81+2,81+2,80+2,75+2,75+2,75+2,80+2,61+2,59+2,59+2,59+2,61+2,58+2,52+2,52+2,52+2,58+2,20+2,https://cdn.sofifa.net/players/258/706/23_120.png
258980,/player/258980/alessia-russo/230009,23,9,2023-01-13,A. Russo,Alessia Russo,"ST, CAM",82,90,68000000.0,1000.0,23,1999-02-08,172,64,2216.0,Women's Super League,1.0,116012.0,Manchester United W,ST,23.0,,2020-09-10,2023.0,14,England,113002.0,ST,23.0,Right,3,4,3,Medium/Medium,Normal (170-185),Yes,156400000.0,,"Power Header, Outside Foot Shot",83.0,79.0,67.0,84.0,39.0,68.0,64,82,89,76,70,88,64,52,51,82,83,83,81,78,73,84,81,72,72,75,49,34,85,69,60,84.0,29,37,35,9,12,10,14,13,,82+3,82+3,82+3,80,81,81,81,80,78+3,78+3,78+3,78+3,70+3,70+3,70+3,78+3,60+3,55+3,55+3,55+3,60+3,58+3,53+3,53+3,53+3,58+3,19+3,https://cdn.sofifa.net/players/258/980/23_120.png
264011,/player/264011/alana-cook/230009,23,9,2023-01-13,A. Cook,Alana Cook,CB,82,87,,,25,1997-04-11,172,63,,,,,,,,,,,95,United States,113009.0,RCB,3.0,Right,3,3,1,Medium/High,Lean (170-185),No,,,Playmaker (AI),54.0,44.0,58.0,63.0,85.0,79.0,41,34,81,71,46,61,45,36,63,67,48,59,43,75,67,56,70,69,84,53,79,85,43,59,58,72.0,87,86,84,7,15,15,13,6,,58+2,58+2,58+2,56,58,58,58,56,59+2,59+2,59+2,58+2,66+2,66+2,66+2,58+2,71+2,76+2,76+2,76+2,71+2,73+2,82+2,82+2,82+2,73+2,18+2,https://cdn.sofifa.net/players/264/011/23_120.png
264866,/player/264866/oceane-deslandes/230009,23,9,2023-01-13,O. Deslandes,Océane Deslandes,CB,82,90,64000000.0,900.0,21,2000-07-26,170,60,2218.0,Feminine Division 1,1.0,116037.0,Montpellier W,LCB,24.0,,2022-07-01,2026.0,18,France,,,,Left,3,3,1,High/Medium,Normal (170-),Yes,147200000.0,,"Solid Player, Long Passer (AI)",69.0,47.0,79.0,71.0,83.0,79.0,79,43,81,86,39,73,81,48,83,79,63,73,42,79,54,61,91,80,78,39,76,80,52,69,60,81.0,84,86,83,11,8,8,5,8,,64+2,64+2,64+2,68,67,67,67,68,69+2,69+2,69+2,73+2,76+2,76+2,76+2,73+2,80+2,81+2,81+2,81+2,80+2,80+2,82+2,82+2,82+2,80+2,16+2,https://cdn.sofifa.net/players/264/866/23_120.png
264886,/player/264886/glodis-perla-viggosdottir/230009,23,9,2023-01-13,G. Viggósdóttir,Glódís Perla Viggósdóttir,CB,82,82,,,27,1995-06-27,172,65,,,,,,,,,,,24,Iceland,116428.0,RCB,4.0,Right,3,2,2,Medium/High,Normal (170-185),No,,,Long Passer (AI),77.0,55.0,68.0,62.0,84.0,75.0,42,54,86,86,49,41,59,58,77,85,76,77,70,85,62,67,75,78,71,50,79,79,34,61,64,68.0,86,84,81,6,13,6,8,14,,65+2,65+2,65+2,62,64,64,64,62,66+2,66+2,66+2,65+2,72+2,72+2,72+2,65+2,75+2,81+1,81+1,81+1,75+2,78+2,82,82,82,78+2,18+2,https://cdn.sofifa.net/players/264/886/23_120.png
265275,/player/265275/leah-galton/230009,23,9,2023-01-13,L. Galton,Leah Galton,"CAM, LW",82,82,30500000.0,1000.0,28,1994-05-25,170,61,2216.0,Women's Super League,1.0,116012.0,Manchester United W,LAM,11.0,,2018-07-01,2024.0,14,England,,,,Left,3,4,2,High/Medium,Normal (170-),Yes,64100000.0,,Outside Foot Shot,75.0,81.0,79.0,81.0,60.0,78.0,78,82,68,82,76,84,68,55,76,84,74,75,65,80,65,86,59,81,85,77,62,61,86,84,62,84.0,56,62,60,5,14,14,5,7,,81+1,81+1,81+1,81,82,82,82,81,82,82,82,81+1,80+2,80+2,80+2,81+1,72+2,72+2,72+2,72+2,72+2,70+2,67+2,67+2,67+2,70+2,16+2,https://cdn.sofifa.net/players/265/275/23_120.png
265286,/player/265286/emma-koivisto/230009,23,9,2023-01-13,E. Koivisto,Emma Koivisto,"RB, LB, RM",82,82,29500000.0,1000.0,27,1994-09-25,168,60,2216.0,Women's Super League,1.0,116343.0,Liverpool W,RCB,2.0,,2022-07-06,2023.0,17,Finland,,,,Right,4,3,2,High/Medium,Normal (170-),Yes,64900000.0,,,76.0,61.0,68.0,66.0,84.0,77.0,73,68,77,70,48,58,60,60,65,70,80,73,73,80,71,63,77,84,75,42,74,83,69,65,67,77.0,84,86,84,6,11,8,13,14,,69+2,69+2,69+2,68,68,68,68,68,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,78+2,77+2,77+2,77+2,78+2,80+2,80+2,80+2,80+2,80+2,18+2,https://cdn.sofifa.net/players/265/286/23_120.png
227257,/player/227257/jordan-nobbs/230009,23,9,2023-01-13,J. Nobbs,Jordan Nobbs,"CM, LW",81,81,25000000.0,1000.0,29,1992-12-08,160,52,2216.0,Women's Super League,1.0,116015.0,Aston Villa W,SUB,88.0,,2023-01-05,2023.0,14,England,,,,Right,3,4,3,High/High,Normal (170-),Yes,52500000.0,,"Long Passer (AI), Long Shot Taker (AI), Outside Foot Shot",78.0,77.0,81.0,83.0,67.0,63.0,74,77,50,86,73,83,83,69,80,85,82,75,80,79,85,73,68,77,57,81,58,69,82,82,66,81.0,69,72,55,9,14,13,16,17,,76+3,76+3,76+3,81,81,81,81,81,82-1,82-1,82-1,81,81,81,81,81,74+3,74+3,74+3,74+3,74+3,72+3,66+3,66+3,66+3,72+3,21+3,https://cdn.sofifa.net/players/227/257/23_120.png
227313,/player/227313/sarah-bouhaddi/230009,23,9,2023-01-13,S. Bouhaddi,Sarah Bouhaddi,GK,81,81,2900000.0,600.0,35,1986-10-17,175,68,2218.0,Feminine Division 1,1.0,116034.0,Paris SG W,GK,50.0,,2022-09-16,2023.0,18,France,,,,Right,1,1,3,Medium/Medium,Normal (170-185),Yes,5900000.0,,"Rushes Out Of Goal, Comes For Crosses",,,,,,,15,13,13,29,16,17,17,21,27,28,54,52,69,82,54,56,53,34,67,18,25,22,17,62,54,35.0,12,18,15,80,74,75,83,81,53.0,32+3,32+3,32+3,33,34,34,34,33,36+3,36+3,36+3,33+3,34+3,34+3,34+3,33+3,29+3,31+3,31+3,31+3,29+3,29+3,28+3,28+3,28+3,29+3,80+1,https://cdn.sofifa.net/players/227/313/23_120.png
227347,/player/227347/kheira-hamraoui/230009,23,9,2023-01-13,K. Hamraoui,Kheira Hamraoui,"CDM, CM",81,81,17000000.0,1000.0,32,1990-01-13,179,73,2218.0,Feminine Division 1,1.0,116034.0,Paris SG W,CM,14.0,,2021-07-15,2023.0,18,France,,,,Right,3,3,1,Medium/High,Lean (170-185),No,34900000.0,,Long Passer (AI),54.0,72.0,76.0,70.0,78.0,82.0,68,68,78,85,59,72,63,57,81,79,52,55,46,76,33,82,72,69,89,79,84,80,70,72,62,70.0,74,82,78,11,6,9,6,5,,73+2,73+2,73+2,71,73,73,73,71,74+2,74+2,74+2,72+2,77+2,77+2,77+2,72+2,74+2,80+1,80+1,80+1,74+2,74+2,80+1,80+1,80+1,74+2,15+2,https://cdn.sofifa.net/players/227/347/23_120.png
227355,/player/227355/julie-soyer/230009,23,9,2023-01-13,J. Soyer,Julie Soyer,"RB, LB",81,81,5500000.0,800.0,37,1985-06-30,166,60,2218.0,Feminine Division 1,1.0,116035.0,Paris W,RB,27.0,,2017-07-01,2023.0,18,France,,,,Right,3,3,1,High/Medium,Normal (170-),No,11600000.0,#Tactician ,"Solid Player, Long Shot Taker (AI)",70.0,58.0,71.0,69.0,83.0,70.0,73,49,72,79,40,63,64,71,70,76,66,73,66,89,69,75,63,69,69,66,73,86,59,58,58,70.0,85,84,79,6,8,10,10,9,,67+2,67+2,67+2,68,68,68,68,68,68+2,68+2,68+2,69+2,72+2,72+2,72+2,69+2,78+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,79+2,17+2,https://cdn.sofifa.net/players/227/355/23_120.png
228724,/player/228724/maria-sanchez/230009,23,9,2023-01-13,M. Sánchez,María Guadalupe Sánchez Morales,"LM, RM",81,82,,,26,1996-02-20,163,52,,,,,,,,,,,83,Mexico,113010.0,LM,7.0,Left,3,4,1,High/Medium,Normal (170-),No,,,Technical Dribbler (AI),87.0,72.0,75.0,80.0,43.0,57.0,79,74,51,76,60,80,77,61,68,83,88,87,80,74,79,71,80,85,43,69,52,45,83,76,71,75.0,40,43,42,12,15,8,8,7,,73+2,73+2,73+2,80,78,78,78,80,78+2,78+2,78+2,80+2,74+2,74+2,74+2,80+2,66+2,61+2,61+2,61+2,66+2,63+2,51+2,51+2,51+2,63+2,17+2,https://cdn.sofifa.net/players/228/724/23_120.png
